"Date","Price","Open","High","Low","Vol.","Change %"
"28-03-2022","17,222.00","17,181.85","17,235.10","17,003.90","253.24M","0.40%"
"25-03-2022","17,153.00","17,289.00","17,294.90","17,076.55","237.12M","-0.40%"
"24-03-2022","17,222.75","17,094.95","17,291.75","17,091.15","290.28M","-0.13%"
"23-03-2022","17,245.65","17,405.05","17,442.40","17,199.60","292.12M","-0.40%"
"22-03-2022","17,315.50","17,120.40","17,334.40","17,006.30","338.26M","1.16%"
"21-03-2022","17,117.60","17,329.50","17,353.35","17,096.40","285.45M","-0.98%"
"17-03-2022","17,287.05","17,202.90","17,344.60","17,175.75","448.34M","1.84%"
"16-03-2022","16,975.35","16,876.65","16,987.90","16,837.85","259.97M","1.87%"
"15-03-2022","16,663.00","16,900.65","16,927.75","16,555.00","381.63M","-1.23%"
"14-03-2022","16,871.30","16,633.70","16,887.95","16,606.50","314.67M","1.45%"
"11-03-2022","16,630.45","16,528.80","16,694.40","16,470.90","343.72M","0.21%"
"10-03-2022","16,594.90","16,757.10","16,757.30","16,447.90","486.45M","1.53%"
"09-03-2022","16,345.35","16,078.00","16,418.05","15,990.00","462.23M","2.07%"
"08-03-2022","16,013.45","15,747.75","16,028.75","15,671.45","543.60M","0.95%"
"07-03-2022","15,863.15","15,867.95","15,944.60","15,711.45","585.40M","-2.35%"
"04-03-2022","16,245.35","16,339.45","16,456.00","16,133.80","456.14M","-1.53%"
"03-03-2022","16,498.05","16,723.20","16,768.95","16,442.95","442.07M","-0.65%"
"02-03-2022","16,605.95","16,593.10","16,678.50","16,478.65","517.72M","-1.12%"
"28-02-2022","16,793.90","16,481.60","16,815.90","16,356.30","404.21M","0.81%"
"25-02-2022","16,658.40","16,515.65","16,748.80","16,478.30","329.78M","2.53%"
"24-02-2022","16,247.95","16,548.90","16,705.25","16,203.25","457.97M","-4.78%"
"23-02-2022","17,063.25","17,194.50","17,220.70","17,027.85","200.23M","-0.17%"
"22-02-2022","17,092.20","16,847.95","17,148.55","16,843.80","300.13M","-0.67%"
"21-02-2022","17,206.65","17,192.25","17,351.05","17,070.70","215.18M","-0.40%"
"18-02-2022","17,276.30","17,236.05","17,380.80","17,219.20","189.62M","-0.16%"
"17-02-2022","17,304.60","17,396.55","17,442.90","17,235.85","232.14M","-0.10%"
"16-02-2022","17,322.20","17,408.45","17,490.60","17,257.70","244.55M","-0.17%"
"15-02-2022","17,352.45","16,933.25","17,375.00","16,839.25","298.66M","3.03%"
"14-02-2022","16,842.80","17,076.15","17,099.50","16,809.65","305.51M","-3.06%"
"11-02-2022","17,374.75","17,451.00","17,454.75","17,303.00","253.14M","-1.31%"
"10-02-2022","17,605.85","17,554.10","17,639.45","17,427.15","273.61M","0.81%"
"09-02-2022","17,463.80","17,370.10","17,477.15","17,339.00","236.35M","1.14%"
"08-02-2022","17,266.75","17,279.85","17,306.45","17,043.65","268.53M","0.31%"
"07-02-2022","17,213.60","17,456.30","17,536.75","17,119.40","265.04M","-1.73%"
"04-02-2022","17,516.30","17,590.20","17,617.80","17,462.55","261.43M","-0.25%"
"03-02-2022","17,560.20","17,767.75","17,781.15","17,511.15","226.61M","-1.24%"
"02-02-2022","17,780.00","17,706.20","17,794.60","17,674.80","271.21M","1.16%"
"01-02-2022","17,576.85","17,529.45","17,622.40","17,244.55","386.39M","1.37%"
"31-01-2022","17,339.85","17,301.05","17,410.00","17,264.15","321.66M","1.39%"
"28-01-2022","17,101.95","17,208.30","17,373.50","17,077.10","355.28M","-0.05%"
"27-01-2022","17,110.15","17,062.00","17,182.50","16,866.75","395.60M","-0.97%"
"25-01-2022","17,277.95","17,001.55","17,309.15","16,836.80","326.52M","0.75%"
"24-01-2022","17,149.10","17,575.15","17,599.40","16,997.85","323.85M","-2.66%"
"21-01-2022","17,617.15","17,613.70","17,707.60","17,485.85","277.65M","-0.79%"
"20-01-2022","17,757.00","17,921.00","17,943.70","17,648.45","258.09M","-1.01%"
"19-01-2022","17,938.40","18,129.20","18,129.20","17,884.90","276.66M","-0.96%"
"18-01-2022","18,113.05","18,337.20","18,350.95","18,085.90","227.51M","-1.07%"
"17-01-2022","18,308.10","18,235.65","18,321.55","18,228.75","266.70M","0.29%"
"14-01-2022","18,255.75","18,185.00","18,286.95","18,119.65","229.45M","-0.01%"
"13-01-2022","18,257.80","18,257.00","18,272.25","18,163.80","303.70M","0.25%"
"12-01-2022","18,212.35","18,170.40","18,227.95","18,128.80","244.97M","0.87%"
"11-01-2022","18,055.75","17,997.75","18,081.25","17,964.40","220.24M","0.29%"
"10-01-2022","18,003.30","17,913.30","18,017.45","17,879.15","232.42M","1.07%"
"07-01-2022","17,812.70","17,797.60","17,905.00","17,704.55","239.34M","0.38%"
"06-01-2022","17,745.90","17,768.50","17,797.95","17,655.55","236.45M","-1.00%"
"05-01-2022","17,925.25","17,820.10","17,944.70","17,748.85","251.46M","0.67%"
"04-01-2022","17,805.25","17,681.40","17,827.60","17,593.55","247.44M","1.02%"
"03-01-2022","17,625.70","17,387.15","17,646.65","17,383.30","200.46M","1.57%"
"31-12-2021","17,354.05","17,244.50","17,400.80","17,238.50","167.03M","0.87%"
"30-12-2021","17,203.95","17,201.45","17,264.05","17,146.35","320.83M","-0.06%"
"29-12-2021","17,213.60","17,220.10","17,285.95","17,176.65","161.68M","-0.11%"
"28-12-2021","17,233.25","17,177.60","17,250.25","17,161.15","176.03M","0.86%"
"27-12-2021","17,086.25","16,937.75","17,112.05","16,833.20","144.78M","0.49%"
"24-12-2021","17,003.75","17,149.50","17,155.60","16,909.60","182.56M","-0.40%"
"23-12-2021","17,072.60","17,066.80","17,118.65","17,015.55","196.97M","0.69%"
"22-12-2021","16,955.45","16,865.55","16,971.00","16,819.50","207.95M","1.10%"
"21-12-2021","16,770.85","16,773.15","16,936.40","16,688.25","241.03M","0.94%"
"20-12-2021","16,614.20","16,824.25","16,840.10","16,410.20","330.61M","-2.18%"
"17-12-2021","16,985.20","17,276.00","17,298.15","16,966.45","354.59M","-1.53%"
"16-12-2021","17,248.40","17,373.00","17,379.35","17,184.95","219.50M","0.16%"
"15-12-2021","17,221.40","17,323.65","17,351.20","17,192.20","214.97M","-0.60%"
"14-12-2021","17,324.90","17,283.20","17,376.20","17,225.80","270.97M","-0.25%"
"13-12-2021","17,368.25","17,619.10","17,639.50","17,355.95","256.56M","-0.82%"
"10-12-2021","17,511.30","17,476.05","17,534.35","17,405.25","204.47M","-0.03%"
"09-12-2021","17,516.85","17,524.40","17,543.25","17,379.60","237.17M","0.27%"
"08-12-2021","17,469.75","17,315.25","17,484.60","17,308.95","257.79M","1.71%"
"07-12-2021","17,176.70","17,044.10","17,251.65","16,987.75","254.14M","1.56%"
"06-12-2021","16,912.25","17,209.05","17,216.75","16,891.70","231.72M","-1.65%"
"03-12-2021","17,196.70","17,424.90","17,489.80","17,180.80","292.53M","-1.18%"
"02-12-2021","17,401.65","17,183.20","17,420.35","17,149.30","279.87M","1.37%"
"01-12-2021","17,166.90","17,104.40","17,213.05","17,064.25","295.54M","1.08%"
"30-11-2021","16,983.20","17,051.15","17,324.65","16,931.40","498.00M","-0.41%"
"29-11-2021","17,053.95","17,055.80","17,160.70","16,782.40","348.89M","0.16%"
"26-11-2021","17,026.45","17,338.75","17,355.40","16,985.70","356.33M","-2.91%"
"25-11-2021","17,536.25","17,417.30","17,564.35","17,351.70","255.95M","0.70%"
"24-11-2021","17,415.05","17,550.05","17,600.60","17,354.00","298.05M","-0.50%"
"23-11-2021","17,503.35","17,281.75","17,553.70","17,216.10","308.84M","0.50%"
"22-11-2021","17,416.55","17,796.25","17,805.25","17,280.45","356.40M","-1.96%"
"18-11-2021","17,764.80","17,890.55","17,945.60","17,688.50","278.43M","-0.75%"
"17-11-2021","17,898.65","17,939.35","18,022.65","17,879.25","295.72M","-0.56%"
"16-11-2021","17,999.20","18,127.05","18,132.65","17,958.80","267.43M","-0.61%"
"15-11-2021","18,109.45","18,140.95","18,210.15","18,071.30","280.43M","0.04%"
"12-11-2021","18,102.75","17,977.60","18,123.00","17,905.90","249.11M","1.28%"
"11-11-2021","17,873.60","17,967.45","17,971.35","17,798.20","232.12M","-0.80%"
"10-11-2021","18,017.20","17,973.45","18,061.25","17,915.00","261.45M","-0.15%"
"09-11-2021","18,044.25","18,084.35","18,112.60","17,983.05","270.20M","-0.13%"
"08-11-2021","18,068.55","18,040.20","18,087.80","17,836.10","338.92M","0.85%"
"04-11-2021","17,916.80","17,935.05","17,947.55","17,900.60","48.52M","0.49%"
"03-11-2021","17,829.20","17,947.95","17,988.75","17,757.95","331.00M","-0.33%"
"02-11-2021","17,888.95","17,970.90","18,012.25","17,847.60","296.44M","-0.23%"
"01-11-2021","17,929.65","17,783.15","17,954.10","17,697.10","281.19M","1.46%"
"29-10-2021","17,671.65","17,833.05","17,915.85","17,613.10","336.47M","-1.04%"
"28-10-2021","17,857.25","18,187.65","18,190.70","17,799.45","374.21M","-1.94%"
"27-10-2021","18,210.95","18,295.85","18,342.05","18,167.90","335.25M","-0.31%"
"26-10-2021","18,268.40","18,154.50","18,310.45","18,099.30","341.38M","0.79%"
"25-10-2021","18,125.40","18,229.50","18,241.40","17,968.50","418.70M","0.06%"
"22-10-2021","18,114.90","18,230.70","18,314.25","18,034.35","324.75M","-0.35%"
"21-10-2021","18,178.10","18,382.70","18,384.20","18,048.00","365.90M","-0.48%"
"20-10-2021","18,266.60","18,439.90","18,458.30","18,209.35","371.28M","-0.83%"
"19-10-2021","18,418.75","18,602.35","18,604.45","18,377.70","368.23M","-0.32%"
"18-10-2021","18,477.05","18,500.10","18,543.15","18,445.30","469.88M","0.76%"
"14-10-2021","18,338.55","18,272.85","18,350.75","18,248.70","538.71M","0.97%"
"13-10-2021","18,161.75","18,097.85","18,197.80","18,050.75","506.68M","0.94%"
"12-10-2021","17,991.95","17,915.80","18,008.65","17,864.95","355.57M","0.26%"
"11-10-2021","17,945.95","17,867.55","18,041.95","17,839.10","375.76M","0.28%"
"08-10-2021","17,895.20","17,886.85","17,941.85","17,840.35","324.07M","0.59%"
"07-10-2021","17,790.35","17,810.55","17,857.55","17,763.80","419.89M","0.82%"
"06-10-2021","17,646.00","17,861.50","17,884.60","17,613.15","395.83M","-0.99%"
"05-10-2021","17,822.30","17,661.35","17,833.45","17,640.90","427.00M","0.74%"
"04-10-2021","17,691.25","17,615.55","17,750.90","17,581.35","295.76M","0.91%"
"01-10-2021","17,532.05","17,531.90","17,557.15","17,452.90","305.76M","-0.49%"
"30-09-2021","17,618.15","17,718.90","17,742.15","17,585.35","378.59M","-0.53%"
"29-09-2021","17,711.30","17,657.95","17,781.75","17,608.15","562.24M","-0.21%"
"28-09-2021","17,748.60","17,906.45","17,912.85","17,576.10","398.00M","-0.60%"
"27-09-2021","17,855.10","17,932.20","17,943.50","17,802.90","295.71M","0.01%"
"24-09-2021","17,853.20","17,897.45","17,947.65","17,819.40","360.13M","0.17%"
"23-09-2021","17,822.95","17,670.85","17,843.90","17,646.55","320.51M","1.57%"
"22-09-2021","17,546.65","17,580.90","17,610.45","17,524.00","295.19M","-0.09%"
"21-09-2021","17,562.00","17,450.50","17,578.35","17,326.10","363.58M","0.95%"
"20-09-2021","17,396.90","17,443.85","17,622.75","17,361.80","339.10M","-1.07%"
"17-09-2021","17,585.15","17,709.65","17,792.95","17,537.65","508.29M","-0.25%"
"16-09-2021","17,629.50","17,539.20","17,644.60","17,510.45","503.31M","0.63%"
"15-09-2021","17,519.45","17,387.65","17,532.70","17,386.90","388.19M","0.80%"
"14-09-2021","17,380.00","17,420.35","17,438.55","17,367.05","230.35M","0.14%"
"13-09-2021","17,355.30","17,363.55","17,378.35","17,269.15","241.05M","-0.08%"
"09-09-2021","17,369.25","17,312.85","17,379.65","17,302.70","241.51M","0.09%"
"08-09-2021","17,353.50","17,375.75","17,383.40","17,254.20","252.65M","-0.05%"
"07-09-2021","17,362.10","17,401.55","17,436.50","17,287.00","243.42M","-0.09%"
"06-09-2021","17,377.80","17,399.35","17,429.55","17,345.55","228.05M","0.31%"
"03-09-2021","17,323.60","17,262.45","17,340.10","17,212.20","261.37M","0.52%"
"02-09-2021","17,234.15","17,095.40","17,245.50","17,059.70","242.38M","0.92%"
"01-09-2021","17,076.25","17,185.60","17,225.75","17,055.05","301.89M","-0.33%"
"31-08-2021","17,132.20","16,947.50","17,153.50","16,915.85","464.39M","1.19%"
"30-08-2021","16,931.05","16,775.85","16,951.50","16,764.85","283.48M","1.35%"
"27-08-2021","16,705.20","16,642.55","16,722.05","16,565.60","217.41M","0.41%"
"26-08-2021","16,636.90","16,627.95","16,683.70","16,603.40","253.53M","0.01%"
"25-08-2021","16,634.65","16,654.00","16,712.45","16,617.50","265.92M","0.06%"
"24-08-2021","16,624.60","16,561.40","16,647.10","16,495.30","275.36M","0.78%"
"23-08-2021","16,496.45","16,592.25","16,592.50","16,395.70","275.60M","0.28%"
"20-08-2021","16,450.50","16,382.50","16,509.55","16,376.05","350.82M","-0.71%"
"18-08-2021","16,568.85","16,691.95","16,701.85","16,535.85","251.80M","-0.28%"
"17-08-2021","16,614.60","16,545.25","16,628.55","16,495.40","297.39M","0.31%"
"16-08-2021","16,563.05","16,518.40","16,589.40","16,480.75","254.05M","0.21%"
"13-08-2021","16,529.10","16,385.70","16,543.60","16,376.30","321.87M","1.01%"
"12-08-2021","16,364.40","16,303.65","16,375.50","16,286.90","280.18M","0.50%"
"11-08-2021","16,282.25","16,327.30","16,338.75","16,162.55","277.90M","0.01%"
"10-08-2021","16,280.10","16,274.80","16,359.25","16,202.25","287.99M","0.13%"
"09-08-2021","16,258.25","16,281.35","16,320.75","16,179.05","240.45M","0.12%"
"06-08-2021","16,238.20","16,304.40","16,336.75","16,223.30","320.09M","-0.35%"
"05-08-2021","16,294.60","16,288.95","16,349.45","16,210.30","418.17M","0.22%"
"04-08-2021","16,258.80","16,195.25","16,290.20","16,176.15","427.34M","0.79%"
"03-08-2021","16,130.75","15,951.55","16,146.90","15,914.35","341.29M","1.55%"
"02-08-2021","15,885.15","15,874.90","15,892.90","15,834.65","244.85M","0.77%"
"30-07-2021","15,763.05","15,800.60","15,862.80","15,744.85","400.02M","-0.10%"
"29-07-2021","15,778.45","15,762.70","15,817.35","15,737.80","401.58M","0.44%"
"28-07-2021","15,709.40","15,761.55","15,767.50","15,513.45","318.60M","-0.24%"
"27-07-2021","15,746.45","15,860.50","15,881.55","15,701.00","311.01M","-0.49%"
"26-07-2021","15,824.45","15,849.30","15,893.35","15,797.00","267.08M","-0.20%"
"23-07-2021","15,856.05","15,856.80","15,899.80","15,768.40","294.10M","0.20%"
"22-07-2021","15,824.05","15,736.60","15,834.80","15,726.40","265.25M","1.23%"
"20-07-2021","15,632.10","15,703.95","15,728.45","15,578.55","274.28M","-0.76%"
"19-07-2021","15,752.40","15,754.50","15,836.90","15,707.50","242.13M","-1.07%"
"16-07-2021","15,923.40","15,958.35","15,962.25","15,882.60","276.30M","-0.01%"
"15-07-2021","15,924.20","15,872.15","15,952.35","15,855.00","284.85M","0.44%"
"14-07-2021","15,853.95","15,808.70","15,877.35","15,764.20","239.92M","0.26%"
"13-07-2021","15,812.35","15,794.00","15,820.80","15,744.60","246.68M","0.76%"
"12-07-2021","15,692.60","15,766.80","15,789.20","15,644.75","216.27M","0.02%"
"09-07-2021","15,689.80","15,688.25","15,730.85","15,632.75","243.25M","-0.24%"
"08-07-2021","15,727.90","15,855.40","15,885.75","15,682.90","307.93M","-0.96%"
"07-07-2021","15,879.65","15,819.60","15,893.55","15,779.70","329.31M","0.39%"
"06-07-2021","15,818.25","15,813.75","15,914.20","15,801.00","391.41M","-0.10%"
"05-07-2021","15,834.35","15,793.40","15,845.95","15,762.05","207.03M","0.71%"
"02-07-2021","15,722.20","15,705.85","15,738.35","15,635.95","254.81M","0.27%"
"01-07-2021","15,680.00","15,755.05","15,755.55","15,667.05","224.92M","-0.26%"
"30-06-2021","15,721.50","15,776.90","15,839.10","15,708.75","262.39M","-0.17%"
"29-06-2021","15,748.45","15,807.50","15,835.90","15,724.05","360.33M","-0.42%"
"28-06-2021","15,814.70","15,915.35","15,915.65","15,792.15","255.10M","-0.29%"
"25-06-2021","15,860.35","15,839.35","15,870.80","15,772.30","314.61M","0.44%"
"24-06-2021","15,790.45","15,737.30","15,821.40","15,702.70","316.66M","0.66%"
"23-06-2021","15,686.95","15,862.80","15,862.95","15,673.95","287.54M","-0.54%"
"22-06-2021","15,772.75","15,840.50","15,895.75","15,752.10","322.24M","0.17%"
"21-06-2021","15,746.50","15,525.85","15,765.15","15,505.65","351.53M","0.40%"
"18-06-2021","15,683.35","15,756.50","15,761.50","15,450.90","640.82M","-0.05%"
"17-06-2021","15,691.40","15,648.30","15,769.35","15,616.75","357.65M","-0.48%"
"16-06-2021","15,767.55","15,847.50","15,880.85","15,742.60","340.19M","-0.64%"
"15-06-2021","15,869.25","15,866.95","15,901.60","15,842.40","323.26M","0.36%"
"14-06-2021","15,811.85","15,791.40","15,823.05","15,606.50","392.86M","0.08%"
"11-06-2021","15,799.35","15,796.45","15,835.55","15,749.80","363.01M","0.39%"
"10-06-2021","15,737.75","15,692.10","15,751.25","15,648.50","298.30M","0.65%"
"09-06-2021","15,635.35","15,766.30","15,800.45","15,566.90","457.86M","-0.67%"
"08-06-2021","15,740.10","15,773.90","15,778.80","15,680.00","378.16M","-0.07%"
"07-06-2021","15,751.65","15,725.10","15,773.45","15,678.10","393.97M","0.52%"
"04-06-2021","15,670.25","15,712.50","15,733.60","15,622.35","414.16M","-0.13%"
"03-06-2021","15,690.35","15,655.55","15,705.10","15,611.00","410.24M","0.73%"
"02-06-2021","15,576.20","15,520.35","15,597.45","15,459.85","428.64M","0.01%"
"01-06-2021","15,574.85","15,629.65","15,660.75","15,528.30","409.56M","-0.05%"
"31-05-2021","15,582.80","15,437.75","15,606.35","15,374.00","436.00M","0.95%"
"28-05-2021","15,435.65","15,421.20","15,469.65","15,394.75","455.58M","0.64%"
"27-05-2021","15,337.85","15,323.95","15,384.55","15,272.50","682.37M","0.24%"
"26-05-2021","15,301.45","15,257.05","15,319.90","15,194.95","377.68M","0.61%"
"25-05-2021","15,208.45","15,291.75","15,293.85","15,163.40","417.32M","0.07%"
"24-05-2021","15,197.70","15,211.35","15,256.25","15,145.45","566.72M","0.15%"
"21-05-2021","15,175.30","14,987.80","15,190.00","14,985.85","557.73M","1.81%"
"20-05-2021","14,906.05","15,042.60","15,069.80","14,884.90","467.46M","-0.83%"
"19-05-2021","15,030.15","15,058.60","15,133.40","15,008.85","563.29M","-0.52%"
"18-05-2021","15,108.10","15,067.20","15,137.25","15,043.70","571.92M","1.24%"
"17-05-2021","14,923.15","14,756.25","14,938.00","14,725.35","534.52M","1.67%"
"14-05-2021","14,677.80","14,749.40","14,749.65","14,591.90","602.74M","-0.13%"
"12-05-2021","14,696.50","14,823.55","14,824.05","14,649.70","620.32M","-1.04%"
"11-05-2021","14,850.75","14,789.70","14,900.00","14,771.40","616.20M","-0.61%"
"10-05-2021","14,942.35","14,928.25","14,966.90","14,892.50","510.60M","0.80%"
"07-05-2021","14,823.15","14,816.85","14,863.05","14,765.50","483.68M","0.67%"
"06-05-2021","14,724.80","14,668.35","14,743.90","14,611.50","445.28M","0.73%"
"05-05-2021","14,617.85","14,604.15","14,637.90","14,506.60","437.26M","0.84%"
"04-05-2021","14,496.50","14,687.25","14,723.40","14,461.50","479.66M","-0.94%"
"03-05-2021","14,634.15","14,481.05","14,673.85","14,416.25","443.41M","0.02%"
